Sr.no,Topic,Difficulty,Question,Answer
754,redis database,Advanced,What is a Bloom Filter and why use it with Redis,It is a space efficient way to check if an item might exist we use it to prevent Cache Penetration by filtering out requests for ids that definitely arent in our database
755,redis database,Advanced,What is a Dirty Key in AOF,It is a key that has been modified in memory but not yet synced to the AOF file on disk
756,redis database,Advanced,What is a Stream in Redis,A data structure for append only logs it is great for event sourcing or building a message bus with consumer groups
757,redis database,Advanced,How does Redis handle expiration internally,Two ways passive when the key is accessed and active it periodically tests random keys and deletes expired ones
758,redis database,Advanced,Does Redis support ACID transactions,Partially it supports atomicity and isolation but not full durability in the way a sql database does
759,redis database,Advanced,What is a Redis Module,A dynamic library that you can load into Redis to add new data types or features like RedisJSON or RedisGraph
760,redis database,Advanced,Finally why should we hire you as a Redis expert,Because i understand not just how to use the commands but how Redis manages memory persistence and scaling to build high performance systems
761,scikit learn,Intermediate,What is Support Vector Machine (SVM)?,Support Vector Machine is a supervised learning algorithm used for classification and regression. It works by finding an optimal hyperplane that maximizes the margin between different classes. SVM is effective in high-dimensional spaces and is commonly used for text classification and image recognition tasks.
762,scikit learn,Advanced,Explain the kernel trick in SVM.,"The kernel trick allows SVMs to handle non-linearly separable data by implicitly mapping input features into a higher-dimensional space. Instead of explicitly transforming the data, kernel functions such as linear, polynomial, and RBF compute similarity directly, making computation efficient."
763,scikit learn,Easy,What is Naive Bayes classifier?,"Naive Bayes is a probabilistic classifier based on Bayes’ theorem and assumes independence between features. Despite this strong assumption, it performs well in many real-world problems, especially text classification and spam detection."
764,scikit learn,Intermediate,What types of Naive Bayes algorithms are available in scikit-learn?,"Scikit-learn provides GaussianNB for continuous data, MultinomialNB for count-based data like text, and BernoulliNB for binary features. Each variant is designed for specific data distributions."
765,scikit learn,Advanced,When does Naive Bayes perform poorly?,"Naive Bayes performs poorly when features are highly correlated or when interactions between features significantly influence the outcome. In such cases, the independence assumption breaks down and reduces accuracy."
766,scikit learn,Easy,What is K-Nearest Neighbors (KNN)?,"KNN is a simple, instance-based learning algorithm that makes predictions based on the majority class or average value of the nearest data points. It does not require an explicit training phase."
767,scikit learn,Intermediate,Why is feature scaling important for KNN?,"KNN relies on distance calculations to identify neighbors. If features are on different scales, features with larger values dominate distance calculations, leading to biased predictions. Scaling ensures fair contribution of all features."
768,scikit learn,Advanced,Explain the curse of dimensionality.,"As the number of features increases, data becomes sparse and distance measures become less meaningful. This negatively affects algorithms like KNN and clustering, often requiring dimensionality reduction techniques."
769,scikit learn,Easy,What is MinMaxScaler?,"MinMaxScaler rescales features to a fixed range, usually between 0 and 1. It preserves relative relationships while ensuring consistent feature scales."
770,scikit learn,Intermediate,When should MinMaxScaler be preferred over StandardScaler?,"MinMaxScaler is preferred when data has known bounds or when algorithms require bounded input values, such as neural networks or distance-based models."
771,scikit learn,Advanced,What is RobustScaler and when is it used?,"RobustScaler scales features using the median and interquartile range, making it robust to outliers. It is useful when datasets contain extreme values that distort mean-based scaling."
772,scikit learn,Easy,What is dimensionality reduction?,"Dimensionality reduction reduces the number of input features while retaining important information. It improves model performance, reduces overfitting, and helps visualize high-dimensional data."
773,scikit learn,Intermediate,What is the difference between PCA and LDA?,"PCA is an unsupervised technique that maximizes variance, while LDA is a supervised technique that maximizes class separability using label information."
774,scikit learn,Advanced,Explain t-SNE and its limitations.,"t-SNE is a nonlinear dimensionality reduction technique mainly used for visualization. It preserves local structure but is computationally expensive, sensitive to hyperparameters, and unsuitable for large datasets or inference."
775,scikit learn,Easy,What is feature selection?,"Feature selection involves choosing the most relevant features for model training. It improves performance, reduces overfitting, and enhances interpretability."
776,scikit learn,Intermediate,"What are filter, wrapper, and embedded feature selection methods?","Filter methods use statistical measures, wrapper methods evaluate subsets using models, and embedded methods perform feature selection during model training itself."
777,scikit learn,Advanced,Explain Recursive Feature Elimination (RFE).,"RFE recursively removes the least important features based on model coefficients or feature importance until the desired number of features is reached, resulting in an optimal subset."
778,scikit learn,Easy,What is a baseline model?,A baseline model is a simple reference model used to compare performance and determine whether more complex models provide meaningful improvements.
779,scikit learn,Intermediate,What is class imbalance in datasets?,Class imbalance occurs when one class significantly outnumbers others. This can bias models toward majority classes and reduce performance on minority classes.
780,scikit learn,Advanced,How does scikit-learn handle imbalanced datasets?,"Scikit-learn supports class weighting, resampling techniques, and evaluation metrics like F1-score and ROC-AUC to address class imbalance effectively."
781,scikit learn,Easy,What is resampling?,Resampling involves oversampling minority classes or undersampling majority classes to balance datasets and improve model learning.
782,scikit learn,Intermediate,What is SMOTE?,"SMOTE generates synthetic samples for minority classes by interpolating between existing samples, helping reduce bias without duplicating data."
783,scikit learn,Advanced,What is probability calibration in scikit-learn?,Probability calibration adjusts predicted probabilities so they better represent true likelihoods using techniques like Platt scaling or isotonic regression.
784,scikit learn,Easy,What is model evaluation?,Model evaluation assesses how well a trained model performs on unseen data using appropriate performance metrics.
785,scikit learn,Intermediate,What does cross_val_score() do?,cross_val_score() evaluates a model using cross-validation and returns performance scores across different folds.
786,scikit learn,Advanced,Explain nested cross-validation.,"Nested cross-validation separates hyperparameter tuning and model evaluation into inner and outer loops, preventing overly optimistic performance estimates."
787,scikit learn,Easy,What are regression evaluation metrics?,"Regression metrics such as MAE, MSE, and RMSE measure prediction error for continuous outputs."
788,scikit learn,Intermediate,Difference between MAE and MSE.,"MAE measures average absolute error, while MSE squares errors, giving more weight to large mistakes."
789,scikit learn,Advanced,Explain R² score and its limitations.,"R² measures how much variance is explained by the model, but it can be misleading for non-linear models or when evaluated on unseen data."
790,scikit learn,Easy,What is a learning curve?,A learning curve shows how model performance changes with increasing training data and helps diagnose underfitting or overfitting.
791,scikit learn,Intermediate,What is a validation curve?,A validation curve shows how model performance varies with different hyperparameter values.
792,scikit learn,Advanced,How can learning curves help detect bias?,"High training and validation errors indicate high bias, meaning the model is too simple to capture underlying patterns."
793,scikit learn,Easy,What is model persistence?,Model persistence refers to saving trained models to disk so they can be reused without retraining.
794,scikit learn,Intermediate,How do you save and load models in scikit-learn?,"Models are commonly saved and loaded using joblib or pickle, which store trained parameters efficiently."
795,scikit learn,Advanced,What are the risks of using pickle for model storage?,"Pickle files can execute arbitrary code when loaded, making them unsafe if the source is untrusted."
796,scikit learn,Easy,What is feature engineering?,"Feature engineering involves creating, transforming, or combining features to improve model performance."
797,scikit learn,Intermediate,What are polynomial features?,"Polynomial features generate interaction and higher-degree features, enabling linear models to learn non-linear relationships."
798,scikit learn,Advanced,Explain partial dependence plots.,Partial dependence plots visualize how individual features affect model predictions while averaging out other features.
799,scikit learn,Easy,What is anomaly detection?,Anomaly detection identifies rare or unusual data points that deviate significantly from normal patterns.
800,scikit learn,Intermediate,What anomaly detection algorithms does scikit-learn provide?,"Scikit-learn provides algorithms such as Isolation Forest, One-Class SVM, and Local Outlier Factor for anomaly detection."
801,scikit learn,Advanced,Explain Isolation Forest.,"Isolation Forest detects anomalies by randomly partitioning data. Anomalies require fewer splits to isolate, making detection efficient."
802,scikit learn,Easy,What is text vectorization?,Text vectorization converts textual data into numerical representations that machine learning models can process.
803,scikit learn,Intermediate,Difference between CountVectorizer and TfidfVectorizer.,"CountVectorizer counts word occurrences, while TfidfVectorizer scales counts by word importance across documents."
804,scikit learn,Advanced,What are n-grams and why are they useful?,"N-grams capture sequences of words, improving context understanding but increasing feature dimensionality."
805,scikit learn,Easy,What is cosine similarity?,Cosine similarity measures similarity between vectors based on the angle between them rather than magnitude.
806,scikit learn,Intermediate,What is a clustering evaluation metric?,Clustering evaluation metrics like silhouette score assess how well data points are grouped without using labels.
807,scikit learn,Advanced,Explain silhouette score.,"Silhouette score measures how similar a data point is to its own cluster compared to other clusters, indicating clustering quality."
808,scikit learn,Easy,What is a dummy classifier?,A dummy classifier provides baseline predictions to compare against more complex models.
809,scikit learn,Advanced,How do you deploy a scikit-learn model?,"Deployment involves saving the trained model, creating an inference pipeline, and integrating it into an API or application."
810,scikit learn,Easy,What is scikit-learn?,"Scikit-learn is an open-source machine learning library for Python built on top of NumPy, SciPy, and Matplotlib. It provides simple and efficient tools for data preprocessing, classical machine learning algorithms, model evaluation, and model selection. Scikit-learn is mainly used for traditional machine learning tasks like classification, regression, clustering, and dimensionality reduction rather than deep learning."
811,scikit learn,Intermediate,What types of machine learning problems can scikit-learn solve?,"Scikit-learn supports supervised learning problems such as classification and regression, unsupervised learning problems like clustering and dimensionality reduction, and semi-supervised learning. It also provides tools for anomaly detection, feature selection, and model evaluation."
812,scikit learn,Easy,Why is scikit-learn widely used in industry and research?,"Scikit-learn is widely used because of its consistent API, excellent documentation, strong community support, and reliability. It allows quick experimentation, is easy to debug, and integrates seamlessly with the Python data science ecosystem, making it suitable for both research prototypes and production systems."
813,scikit learn,Advanced,Explain the design philosophy of scikit-learn.,"Scikit-learn is designed around simplicity, consistency, and explicitness. All models follow a uniform interface using methods like fit(), predict(), and transform(). The library avoids hidden states, encourages clear data flow, and promotes reproducibility and maintainable machine learning pipelines."
814,scikit learn,Intermediate,What is an estimator in scikit-learn?,"An estimator is any object that learns patterns from data using the fit() method. Estimators include classifiers, regressors, and transformers. After fitting, estimators store learned parameters internally and can be used for prediction or transformation."
815,scikit learn,Easy,What is the difference between fit() and predict()?,"fit() is used to train a model by learning parameters from the training data, while predict() uses the trained model to generate predictions on new, unseen data. In simple terms, fit() builds the model and predict() applies it."
816,scikit learn,Intermediate,What is a transformer in scikit-learn?,"A transformer is an object that modifies or preprocesses data using the fit() and transform() methods. Examples include scaling numerical features, encoding categorical variables, and reducing dimensionality. Transformers are commonly chained together using pipelines."
817,scikit learn,Easy,What does train_test_split() do?,train_test_split() splits a dataset into training and testing subsets. This helps evaluate how well a model generalizes to unseen data and prevents misleading performance caused by testing on training data.
818,scikit learn,Intermediate,What is supervised learning?,"Supervised learning is a machine learning approach where models are trained on labeled data. Each input sample has a corresponding output label, allowing the model to learn a mapping from inputs to outputs and make predictions on new data."
819,scikit learn,Advanced,Explain the bias–variance tradeoff.,"Bias refers to errors caused by overly simple models that underfit the data, while variance refers to errors caused by overly complex models that overfit the training data. A good model balances bias and variance, often using techniques like regularization and cross-validation."
820,scikit learn,Intermediate,What is cross-validation?,"Cross-validation is a technique used to evaluate model performance by dividing the dataset into multiple folds. The model is trained on some folds and validated on others, providing a more reliable estimate of how the model will perform on unseen data."
821,scikit learn,Easy,What is a feature in machine learning?,A feature is an individual measurable property or variable in the dataset that represents input information used by a machine learning model to make predictions.
822,scikit learn,Advanced,What is a Pipeline in scikit-learn and why is it important?,A Pipeline allows chaining multiple preprocessing steps and a final estimator into a single object. It ensures that the same transformations are applied consistently during training and inference and helps prevent data leakage in cross-validation.
823,scikit learn,Intermediate,What is the difference between classification and regression?,"Classification predicts discrete class labels, such as spam or not spam, while regression predicts continuous numerical values, such as prices or temperatures."
824,scikit learn,Easy,What is a target variable?,The target variable is the output value that a supervised learning model aims to predict based on input features.
825,scikit learn,Advanced,What is data leakage and why is it dangerous?,Data leakage occurs when information from outside the training set is used during model training. This leads to overly optimistic performance metrics and poor real-world generalization. Using pipelines and proper validation helps prevent it.
826,scikit learn,Intermediate,What is StandardScaler?,StandardScaler standardizes features by removing the mean and scaling them to unit variance. This is important for algorithms like SVM and KNN that are sensitive to feature scale.
827,scikit learn,Easy,What is normalization?,"Normalization rescales feature values to a fixed range, usually between 0 and 1. It improves numerical stability and model convergence for certain algorithms."
828,scikit learn,Advanced,Difference between normalization and standardization?,"Normalization scales data to a fixed range, while standardization centers data around zero with unit variance. The choice depends on the algorithm and data distribution."
829,scikit learn,Intermediate,What is OneHotEncoder?,OneHotEncoder converts categorical variables into binary numeric columns so that machine learning algorithms can process them effectively.
830,scikit learn,Easy,What is unsupervised learning?,"Unsupervised learning finds patterns or structures in unlabeled data, such as clusters or hidden relationships, without predefined output labels."
831,scikit learn,Advanced,Explain K-Means clustering and its limitations.,"K-Means groups data into K clusters by minimizing intra-cluster variance. Its limitations include sensitivity to initial centroids, difficulty handling non-spherical clusters, and the need to specify K in advance."
832,scikit learn,Intermediate,What is PCA in scikit-learn?,Principal Component Analysis is a dimensionality reduction technique that transforms features into orthogonal components capturing maximum variance while reducing dimensionality.
833,scikit learn,Easy,What does fit_transform() do?,"fit_transform() first learns parameters from the data and then applies the transformation in a single step, commonly used with transformers."
834,scikit learn,Advanced,How does scikit-learn handle missing values?,"Scikit-learn provides tools like SimpleImputer to handle missing values using strategies such as mean, median, or most frequent values, ensuring models can train without errors."
835,scikit learn,Intermediate,What is a confusion matrix?,"A confusion matrix summarizes classification results by showing true positives, false positives, true negatives, and false negatives, helping analyze model performance in detail."
836,scikit learn,Easy,What is accuracy?,Accuracy measures the proportion of correct predictions out of all predictions made by a model.
837,scikit learn,Advanced,Why is accuracy not suitable for imbalanced datasets?,"In imbalanced datasets, accuracy can be misleading because a model may predict the majority class most of the time and still achieve high accuracy while performing poorly on minority classes."
838,scikit learn,Intermediate,What are precision and recall?,"Precision measures how many predicted positives are correct, while recall measures how many actual positives were correctly identified."
839,scikit learn,Easy,What is F1-score?,"F1-score is the harmonic mean of precision and recall, providing a balanced metric when both false positives and false negatives matter."
840,scikit learn,Advanced,Explain ROC curve and AUC.,"The ROC curve plots true positive rate against false positive rate at different thresholds, while AUC measures the model’s ability to distinguish between classes."
841,scikit learn,Intermediate,What is GridSearchCV?,GridSearchCV performs exhaustive hyperparameter tuning by evaluating all parameter combinations using cross-validation to find the best model configuration.
842,scikit learn,Easy,What is a hyperparameter?,"A hyperparameter is a configuration value set before training that controls model behavior, such as learning rate or number of neighbors."
843,scikit learn,Advanced,Difference between GridSearchCV and RandomizedSearchCV?,"GridSearchCV tests all parameter combinations, while RandomizedSearchCV samples random combinations, making it faster for large search spaces."
844,scikit learn,Intermediate,What is a decision tree?,A decision tree is a model that makes predictions by splitting data based on feature values in a tree-like structure.
845,scikit learn,Easy,What is overfitting?,Overfitting occurs when a model learns noise in training data and performs poorly on unseen data.
846,scikit learn,Advanced,What is ensemble learning in scikit-learn?,"Ensemble learning combines multiple models to improve performance and robustness. Scikit-learn provides methods like Random Forest, Gradient Boosting, and AdaBoost."
847,scikit learn,Intermediate,What is Random Forest?,Random Forest is an ensemble of decision trees that reduces overfitting by averaging predictions from multiple trees.
848,scikit learn,Easy,What is underfitting?,"Underfitting happens when a model is too simple to capture patterns in the data, leading to poor performance on both training and test sets."
849,scikit learn,Advanced,What is feature importance in tree-based models?,"Feature importance measures how much each feature contributes to predictions, often based on impurity reduction or information gain."
850,scikit learn,Intermediate,What is Logistic Regression in scikit-learn?,Logistic Regression is a linear classification algorithm that predicts probabilities using a logistic function and is commonly used for binary classification.
851,scikit learn,Easy,What is Linear Regression?,Linear Regression models the relationship between input features and a continuous target variable by fitting a linear equation.
852,scikit learn,Advanced,What is regularization in scikit-learn?,"Regularization adds penalty terms to model loss functions to reduce complexity and prevent overfitting, such as L1 and L2 penalties."
853,scikit learn,Intermediate,Difference between L1 and L2 regularization?,"L1 regularization encourages sparsity by driving coefficients to zero, while L2 regularization penalizes large coefficients smoothly."
854,scikit learn,Easy,What is a loss function?,A loss function measures the difference between predicted values and actual values and guides model optimization.
855,scikit learn,Advanced,How does scikit-learn ensure reproducibility?,"Scikit-learn uses the random_state parameter to control randomness, ensuring consistent results across runs."
856,scikit learn,Intermediate,What is K-Nearest Neighbors (KNN)?,KNN is a distance-based algorithm that predicts outcomes based on the labels or values of the nearest data points.
857,scikit learn,Easy,What is clustering?,Clustering groups similar data points together without using labeled outputs.
858,scikit learn,Advanced,What are the limitations of scikit-learn?,Scikit-learn is not designed for deep learning or large-scale distributed training and works best with datasets that fit in memory.
859,scikit learn,Easy,Why is scikit-learn important for machine learning interviews?,"Scikit-learn covers core machine learning concepts, algorithms, preprocessing techniques, and evaluation metrics that are commonly tested in ML interviews."
860,sprin framework,Easy,So tell me what exactly is Spring framework and why people use it,Spring is a framework that makes Java development easier and it helps in managing objects and dependencies and reduces boilerplate code
861,sprin framework,Easy,Before Spring how people usually managed objects and why Spring became popular,Earlier developers created objects manually using new keyword and Spring made it easier by managing object creation and wiring
862,sprin framework,Easy,People say Spring is lightweight so what does that mean,It means Spring does not force heavy configuration and we can use only what we need
863,sprin framework,Easy,Can you explain what is IoC in simple words,IoC means control of object creation is given to Spring instead of developer
864,sprin framework,Easy,So what is dependency injection in your own words,Dependency injection means Spring gives required objects to a class instead of class creating them itself
865,sprin framework,Easy,Why dependency injection is better than using new keyword everywhere,It makes code loosely coupled and easy to test and easy to change
866,sprin framework,Easy,What is Spring container and what does it do,Spring container creates objects manages them and injects dependencies
867,sprin framework,Easy,Have you heard about Bean so what exactly is a Bean in Spring,Bean is simply an object that is created and managed by Spring container
868,sprin framework,Easy,What is ApplicationContext in Spring,ApplicationContext is an advanced container that manages beans and provides many extra features
869,sprin framework,Easy,What is difference between BeanFactory and ApplicationContext,ApplicationContext is more powerful and used in real applications while BeanFactory is basic
870,sprin framework,Easy,How does Spring know which class it should create object for,Spring uses configuration either XML or annotations to know which classes are beans
871,sprin framework,Easy,You used annotations in Spring so why annotations are helpful,Annotations reduce configuration and make code cleaner and easier to understand
872,sprin framework,Easy,What is @Component annotation used for,It tells Spring that this class should be managed as a bean
873,sprin framework,Easy,What is @Autowired and why we use it,@Autowired is used to tell Spring to inject dependency automatically
874,sprin framework,Easy,What is scope of bean and which scope you mostly use,Scope defines how many objects Spring creates and mostly we use singleton scope
875,sprin framework,Easy,Explain this code @Component class A {} what will Spring do,Spring will create object of this class and manage it as a bean
876,sprin framework,Easy,What will happen in this code @Component class A { @Autowired B b; },Spring will automatically find B bean and inject it into A
877,sprin framework,Easy,Explain this code ApplicationContext ctx=new ClassPathXmlApplicationContext(config.xml),Spring will load configuration file and create all defined beans
878,sprin framework,Easy,What will happen if Spring does not find bean for @Autowired,Application will fail at startup because dependency is not satisfied
879,sprin framework,Easy,Explain this code @Component class A { A(){ System.out.println(hi); } },It will print hi when Spring creates object of this class
880,sprin framework,Easy,What will this code do @Component class A { @PostConstruct void init(){ } },This method will run after bean is created and dependencies are injected
881,sprin framework,Easy,Explain this code @Component @Scope(prototype) class A {},Spring will create new object every time this bean is requested
882,sprin framework,Easy,What will happen in this code @Autowired private A a without @Component on A,Spring will not find bean and application will fail
883,sprin framework,Easy,Explain this code context.getBean(A.class),It will return object of class A from Spring container
884,sprin framework,Easy,What will happen if two beans of same type exist and we use @Autowired,Spring will get confused and will throw exception unless we specify which one to use
885,sprin framework,Intermediate,In real projects how does Spring actually manage object creation and lifecycle,Spring creates objects using container then injects dependencies then manages their full lifecycle from creation till destruction
886,sprin framework,Intermediate,Why people say Spring promotes loose coupling and how you have seen it in code,Because classes do not create their own dependencies and Spring injects them so we can change implementation without changing main code
887,sprin framework,Intermediate,What is difference between constructor injection and field injection and which one you prefer,Constructor injection makes dependencies mandatory and is better for testing while field injection is simpler but less safe
888,sprin framework,Intermediate,In your project how do you usually configure Spring using XML or annotations and why,Mostly we use annotations because it reduces configuration and makes code more readable
889,sprin framework,Intermediate,What problem does @Qualifier solve in real application,@Qualifier is used when multiple beans of same type exist and we want to tell Spring exactly which one to inject
890,sprin framework,Intermediate,Can you explain bean lifecycle in simple steps,First Spring creates bean then injects dependencies then calls init methods and at shutdown it calls destroy methods
891,sprin framework,Intermediate,What is singleton bean problem in multithreading and how Spring handles it,Singleton bean is shared by all threads so we must write thread safe code and Spring does not make it thread safe automatically
892,sprin framework,Intermediate,When do you choose prototype scope instead of singleton,When we need a new object every time and object holds request specific data
893,sprin framework,Intermediate,What is lazy initialization and why it is useful,Lazy initialization means bean is created only when needed and it reduces startup time
894,sprin framework,Intermediate,What is difference between @Component and @Service or @Repository,All are same for Spring but they are used for better code understanding and special behaviors like exception translation
895,sprin framework,Intermediate,How does Spring find all annotated classes without listing them,Spring scans packages using component scanning and finds annotated classes automatically
896,sprin framework,Intermediate,What is Spring Expression Language and where it is used,It is used to read values and do small logic inside configuration
897,sprin framework,Intermediate,What is @Primary and when do you use it,@Primary is used to tell Spring which bean should be chosen by default when multiple beans exist
898,sprin framework,Intermediate,How do you read values from application properties file in Spring,We use @Value annotation or configuration properties class to read values
899,sprin framework,Intermediate,What is difference between ApplicationContext and BeanFactory in real usage,ApplicationContext loads all beans at startup and provides many extra features so it is used in real projects
900,sprin framework,Intermediate,Explain this code @Component class A { @Autowired public A(B b){ } },Spring will use constructor injection and will inject B object when creating A
901,sprin framework,Intermediate,What will happen in this code @Autowired private A a when there are two beans of A,Spring will throw error because it does not know which one to choose
902,sprin framework,Intermediate,Explain this code @Bean public A getA(){ return new A(); },Spring will call this method and store returned object as a bean
903,sprin framework,Intermediate,What will happen in this code @Lazy @Component class A {},Bean will not be created at startup and will be created only when requested
904,sprin framework,Intermediate,Explain this code @PostConstruct public void init(){ System.out.println(start); },This method will run after dependencies are injected and before bean is used
905,sprin framework,Intermediate,What will happen in this code @PreDestroy public void destroy(){ },This method will run when Spring container is shutting down
906,sprin framework,Intermediate,Explain this code @Qualifier(fast) @Autowired Engine e,Spring will inject bean named fast into this variable
907,sprin framework,Intermediate,What will happen in this code context.getBean(A.class) when no such bean exists,Spring will throw exception because bean is not found
908,sprin framework,Intermediate,Explain this code @ComponentScan(basePackages=com.app),Spring will scan this package and register all annotated classes as beans
909,sprin framework,Intermediate,What will happen if you put @Autowired on setter method,Spring will call that setter and inject dependency through it
910,sprin framework,Advanced,Your Spring application fails at startup because of circular dependency so how will you fix it,I will break the dependency by introducing interface or using setter injection or redesigning the classes
911,sprin framework,Advanced,What actually happens when Spring creates a proxy object,Spring creates a wrapper object around real object and calls go through proxy before reaching actual method
912,sprin framework,Advanced,Why Spring uses proxy for AOP and transactions,Spring uses proxy so it can add extra behavior like transaction or logging without changing business code
913,sprin framework,Advanced,In which situation AOP will not work in Spring,It will not work when method is called from same class because call does not go through proxy
914,sprin framework,Advanced,What is difference between JDK proxy and CGLIB proxy,JDK proxy works with interfaces and CGLIB works with classes by creating subclass
915,sprin framework,Advanced,Your @Transactional is not working so what all things you will check,First I will check if method is public and if call is coming from another class and if proxy is created
916,sprin framework,Advanced,What problem does propagation in transaction solve,Propagation decides how new transaction should behave if one already exists
917,sprin framework,Advanced,What is isolation level and why it matters,Isolation level controls how data is visible between concurrent transactions
918,sprin framework,Advanced,Your application is slow at startup so how will you analyze Spring context loading,I will enable debug logs and check which beans are taking more time to initialize
919,sprin framework,Advanced,What is difference between ApplicationContext and WebApplicationContext,WebApplicationContext is special context used in web applications and has web related features
920,sprin framework,Advanced,Have you used multiple Spring contexts and why,Yes in large applications we use parent child context to separate core and web beans
921,sprin framework,Advanced,What happens if bean creation fails in middle of context startup,Spring will stop startup and destroy already created beans
922,sprin framework,Advanced,How do you debug BeanCreationException in real projects,I check full stack trace and root cause and then check which dependency is missing or failing
923,sprin framework,Advanced,Why field injection is not recommended in large projects,Because it makes testing difficult and hides dependencies
924,sprin framework,Advanced,What is difference between eager and lazy initialization in big applications,Eager loads everything at startup and lazy loads when needed so startup time is reduced
925,sprin framework,Advanced,What happens internally when you use @ComponentScan,Spring scans classpath finds annotated classes and registers them in context
926,sprin framework,Advanced,How do you control which beans should be loaded in which environment,We use profiles to load different beans for different environments
927,sprin framework,Advanced,Your production bug is not reproducible locally so how Spring profiles help,Profiles allow using same code with different configuration so we can simulate production environment
928,sprin framework,Advanced,What is FactoryBean and when do you need it,FactoryBean is used when bean creation logic is complex and needs custom code
929,sprin framework,Advanced,What is difference between BeanFactoryPostProcessor and BeanPostProcessor,One modifies bean definitions before creation and other modifies bean after creation
930,sprin framework,Advanced,How do you hook into Spring lifecycle to add custom logic,We can use BeanPostProcessor or lifecycle annotations
931,sprin framework,Advanced,What is self invocation problem in Spring AOP,When a method inside class calls another method of same class proxy is bypassed so AOP does not work
932,sprin framework,Advanced,Why Spring transactions do not work on private methods,Because proxy can only override public methods
933,sprin framework,Advanced,What happens if two beans depend on each other with constructor injection,Spring cannot resolve it and will throw circular dependency error
934,sprin framework,Advanced,How do you design Spring configuration for very large application,We split configuration into modules use profiles use multiple contexts and keep things loosely coupled
935,springboot,Easy,So tell me what exactly is Spring Boot and why people prefer it,Spring Boot is built on top of Spring and it makes application development faster by reducing configuration and setup work
936,springboot,Easy,Before Spring Boot what problem developers were facing,They had to write lot of configuration and setup manually which was time consuming
937,springboot,Easy,What does auto configuration mean in Spring Boot,Auto configuration means Spring Boot automatically configures things based on libraries present in project
938,springboot,Easy,What is starter dependency in Spring Boot,Starter is a group of dependencies that we add to get everything needed for a feature
939,springboot,Easy,Why people say Spring Boot reduces boilerplate code,Because it provides default configuration and embedded server and simple setup
940,springboot,Easy,What is embedded server in Spring Boot,Embedded server means Tomcat or similar server comes inside application and we do not need to deploy separately
941,springboot,Easy,How do you usually run Spring Boot application,We run it using main method or using mvn spring boot run
942,springboot,Easy,What is application properties file used for,It is used to write configuration like port number and database details
943,springboot,Easy,What is difference between Spring and Spring Boot,Spring Boot removes manual configuration and makes Spring easier to use
944,springboot,Easy,What is @SpringBootApplication annotation,It is a combination of configuration component scan and auto configuration
945,springboot,Easy,Why Spring Boot is good for microservices,Because it is lightweight easy to start and has embedded server
946,springboot,Easy,What is actuator in Spring Boot,Actuator provides endpoints to monitor and manage application
947,springboot,Easy,What is default port of Spring Boot application,Default port is 8080
948,springboot,Easy,How do you change port in Spring Boot,We change it in application properties file
949,springboot,Easy,What is fat jar in Spring Boot,Fat jar is a jar file that contains application code and all dependencies and server
950,springboot,Easy,Explain this code @SpringBootApplication public class App { public static void main(String[] args){ SpringApplication.run(App.class args); } },This code starts Spring Boot application and creates Spring container
951,springboot,Easy,What will happen if you run this main method,Application will start and embedded server will also start
952,springboot,Easy,Explain this code @RestController public class Test { @GetMapping(hello) public String test(){ return hi; } },This will create a REST endpoint and when we open hello in browser it will return hi
953,springboot,Easy,What will happen in this code server.port=9090 in application properties,Application will start on port 9090 instead of 8080
954,springboot,Easy,Explain this code @SpringBootApplication @ComponentScan(basePackages=com.app),Spring Boot will scan only this package for components
955,springboot,Easy,What will this code do @SpringBootApplication(exclude=DataSourceAutoConfiguration.class),It will disable database auto configuration
956,springboot,Easy,Explain this code SpringApplication.run(App.class args),It will bootstrap the application and start Spring context
957,springboot,Easy,What will happen if application properties file is missing,Application will still start using default values
958,springboot,Easy,Explain this code @Value(${server.port}) private int port,Spring will inject port value from properties file into this variable
959,springboot,Easy,What will happen if two controllers have same URL mapping,Application will fail at startup because of ambiguous mapping
960,springboot,Intermediate,In real projects how do you manage different environments like dev and prod in Spring Boot,We use profiles and different properties files so each environment can have its own configuration
961,springboot,Intermediate,What is Spring Boot profile and why it is important,Profile helps us load different beans and configuration based on environment
962,springboot,Intermediate,How do you activate a specific profile in application,We can activate profile using properties file or command line argument
963,springboot,Intermediate,What happens if no profile is active in Spring Boot,Default configuration is used
964,springboot,Intermediate,How do you configure database in Spring Boot,We write database details in application properties and Spring Boot auto configures datasource
965,springboot,Intermediate,What is connection pooling and why it matters,Connection pooling reuses database connections and improves performance
966,springboot,Intermediate,How does Spring Boot decide which beans to auto configure,It checks classpath and configuration and then applies conditions
967,springboot,Intermediate,What is condition annotation used for,It is used to load bean only when certain condition is true
968,springboot,Intermediate,What is difference between application properties and application yml,Both are used for configuration but yml is more structured and readable
969,springboot,Intermediate,How do you handle exceptions globally in Spring Boot,We use controller advice to catch and handle exceptions in one place
970,springboot,Intermediate,What is actuator and how do you use it in real projects,Actuator is used to monitor application health metrics and other info
971,springboot,Intermediate,How do you enable logging and change log level in Spring Boot,We configure it in application properties file
972,springboot,Intermediate,What is devtools and why it is useful,Devtools helps in auto restart and faster development
973,springboot,Intermediate,How do you secure sensitive values like passwords in properties,We use environment variables or external config and do not hardcode them
